epoch,acc,loss,val_acc,val_loss
0,0.30125786739,2.03838668379,0.327500000596,1.85403426886
1,0.344025164655,1.69949630671,0.327500000596,1.66362043619
2,0.361006299467,1.63503566778,0.327500000596,1.62219775915
3,0.398742146462,1.5852271131,0.580000010133,1.49281026125
4,0.456603783107,1.49594766239,0.607500013709,1.2702498138
5,0.625157240052,1.23016566301,0.74500002265,0.924632665515
6,0.71194970008,0.953996325439,0.760000026226,0.759695631266
7,0.760377371086,0.778429224431,0.775000023842,0.634838008881
8,0.771698141248,0.719466390475,0.785000032187,0.556466072798
9,0.79559750302,0.626088549881,0.802500027418,0.523983682692
10,0.784905685944,0.609824113876,0.817500030994,0.477764517069
11,0.811320773461,0.562106202608,0.840000027418,0.394994771481
12,0.825786191712,0.51804385845,0.842500030994,0.419750532508
13,0.823270464093,0.494954768217,0.855000013113,0.382774181664
14,0.845911970303,0.475024108242,0.850000017881,0.4212961182
15,0.838993724037,0.477529543001,0.850000023842,0.398340073228
16,0.846540906894,0.436417046489,0.85750002861,0.369206537306
17,0.832075493141,0.458526400463,0.860000032187,0.360710975528
18,0.861635229123,0.406525835676,0.865000021458,0.364831641316
19,0.857232716099,0.408197981382,0.852500027418,0.395814926922
20,0.86289309893,0.395066034494,0.875000023842,0.347164422274
21,0.864779906453,0.386926603392,0.877500015497,0.315237264335
22,0.861635235496,0.404374664497,0.870000034571,0.358549199998
23,0.871069202633,0.380531616181,0.895000016689,0.282605609298
24,0.872955990287,0.360755775335,0.877500021458,0.308610056341
25,0.865408828423,0.350359469652,0.885000020266,0.310385321081
26,0.879245301088,0.356526961866,0.88250002861,0.322547759116
27,0.870440267917,0.352890326167,0.892500019073,0.307186819613
28,0.87295598354,0.333999035025,0.88250002861,0.31035220772
29,0.88490568317,0.336016027714,0.882500010729,0.326191157103
30,0.875471720905,0.335780613452,0.897500014305,0.280294702947
31,0.87735850931,0.328134973094,0.885000026226,0.305312028527
32,0.88427674433,0.325473972274,0.892500013113,0.283755402267
33,0.881132089867,0.306075399402,0.89500002265,0.310256321728
34,0.885534608514,0.313908425517,0.875000011921,0.30140068531
35,0.890566047632,0.305507902618,0.895000016689,0.3136395365
36,0.887421394294,0.305472982754,0.897500020266,0.290147553384
37,0.899371085677,0.296254652289,0.897500014305,0.306240187585
38,0.903773599451,0.272739665688,0.892500013113,0.30470045954
