epoch,acc,loss,val_acc,val_loss
0,0.280219780407,1.83223097291,0.340659339162,1.66890728399
1,0.323390894913,1.63371492667,0.340659339162,1.63798213342
2,0.339089481993,1.60928738828,0.383045524406,1.60545448793
3,0.446624803955,1.52067612498,0.530612244243,1.2846020288
4,0.648744113217,1.04801250028,0.693877550365,0.911321319067
5,0.738618524333,0.808637280011,0.734693876896,0.775712504117
6,0.763736263923,0.70789908137,0.769230768576,0.676095361051
7,0.798665619907,0.592637664739,0.792778649079,0.580876297442
8,0.819858712809,0.542170642496,0.822605964621,0.531621915696
9,0.852825745589,0.453296771136,0.87284144427,0.410708532509
10,0.867346938869,0.380035110789,0.879120879121,0.368273212476
11,0.888932496075,0.335946046857,0.896389324961,0.356059090133
12,0.889717425525,0.326975959998,0.888540031397,0.329043795195
13,0.906593406781,0.286428415888,0.891679747138,0.346355018286
14,0.906200941728,0.282694839538,0.904238617682,0.30628738033
15,0.911302982638,0.267915123229,0.893249606693,0.31640529077
16,0.914835165022,0.251864487185,0.904238617682,0.311054492296
17,0.916797488226,0.256577981288,0.912087911246,0.27930307786
18,0.913265306122,0.23433571696,0.902668758969,0.28022102125
19,0.908948195037,0.231070733613,0.90423861684,0.293921574459
20,0.917974882448,0.226892215163,0.905808475553,0.289391777392
21,0.917582417395,0.226365067006,0.912087911246,0.277174427333
22,0.92032967033,0.214170838649,0.910518051691,0.289026635221
23,0.924254317205,0.210911350965,0.902668758127,0.298428083187
24,0.923076922983,0.208537160719,0.913657769958,0.261960757197
25,0.91954474088,0.208121361734,0.912087911246,0.271782782578
26,0.925824175731,0.201174111016,0.902668758127,0.290524698899
27,0.917974882261,0.205095645982,0.901098899415,0.303302750997
28,0.928178963893,0.194281648359,0.908948192978,0.256594844923
29,0.921507064364,0.201207280229,0.907378334265,0.281213475733
30,0.925824175637,0.202113245074,0.913657769116,0.25299804991
31,0.920329670236,0.192658378364,0.901098899415,0.273797710004
32,0.927394034537,0.189790471172,0.907378335108,0.264547259902
33,0.928571428759,0.183664388054,0.913657769958,0.254994729835
34,0.935635792685,0.177191364709,0.913657769116,0.278096308958
35,0.932103610488,0.183887345567,0.90894819382,0.260966899724
36,0.933281004522,0.178922526597,0.899529040702,0.294473065546
37,0.930141287097,0.176360390227,0.904238617682,0.282395764226
38,0.933281004616,0.170051352359,0.915227628671,0.260326238112
