epoch,acc,loss,val_acc,val_loss
0,0.279055697749,1.94390528081,0.320528219728,1.66200721965
1,0.316283306865,1.70357534643,0.494597855987,1.58748829866
2,0.36682810546,1.62846361581,0.400960398321,1.44679581518
3,0.552663459427,1.30267675953,0.695078057902,0.775817699292
4,0.731840222569,0.802810928579,0.789915991431,0.524792559007
5,0.761198572183,0.67864085355,0.83073232204,0.46749989751
6,0.783898334382,0.599729542005,0.834333753385,0.436271378223
7,0.798728846898,0.563470237841,0.828331355287,0.450684858721
8,0.804479447462,0.533317471712,0.828331363301,0.455343997028
9,0.821428594953,0.502656163806,0.85834336932,0.412771971161
10,0.822033925582,0.49101652205,0.847539040722,0.435046110208
11,0.829600517022,0.470492126578,0.875150092009,0.371155297305
12,0.845339003256,0.452276833987,0.857142873672,0.397249223805
13,0.838377754567,0.432215660558,0.865546235016,0.392440214377
14,0.845641675642,0.427225155345,0.872749128762,0.394847460404
15,0.864709467201,0.398000815157,0.871548652649,0.391326756913
16,0.855629568383,0.392781776139,0.882352962213,0.38206156625
17,0.871065410517,0.366094348921,0.88235296622,0.360046549254
18,0.864406809968,0.367862043366,0.879952002974,0.369595630454
19,0.864406806938,0.369196180317,0.88355344584,0.356487715319
20,0.863498824128,0.367522963275,0.889555843437,0.360638830905
21,0.87288138927,0.352735110764,0.877551043234,0.396610842783
22,0.874394701699,0.342398478571,0.894357774438,0.347436166736
23,0.87681600704,0.341197317687,0.889555847444,0.361326347692
24,0.878026661226,0.331982546817,0.896758733176,0.351558523143
25,0.872881390281,0.32723438323,0.871548641129,0.395502106357
26,0.880145308325,0.335372174317,0.890756326563,0.363664215102
27,0.884987922038,0.310284324874,0.894357762417,0.35022093437
28,0.88256662882,0.313823191039,0.884753929467,0.361382663375
29,0.89194918184,0.307790618453,0.889555843938,0.363586251976
30,0.890133206117,0.295616822475,0.889555843437,0.358937908559
